Newspaper,Title,Link,Article Content
O Globo,Atriz de 'Alma gêmea' fala de mudanças no nome e de experiência com polêmico guru Osho: 'Mudou a minha vida',{'https://oglobo.globo.com/play/entrevistas/noticia/2024/09/12/carolyna-aguiar-fala-da-reprise-de-alma-gemea-de-projetos-no-teatro-e-de-experiencia-com-o-guru-indiano-osho.ghtml'}," Há quase uma década longe da TV, Carolyna Aguiar pode ser vista atualmente na reprise de “Alma Gêmea”, em que viveu a personagem Mafalda. Ela conta que se lembra com muito carinho deste trabalho: — Foi um presente participar de “Alma gêmea”. As gravações tinham um astral incrível, e a equipe e direção ofereciam muita liberdade e prazer na criação de cenas. Eu realmente adoro televisão, gostaria de voltar, mas nunca soube muito bem como entrar nesse meio. As coisas foram acontecendo.   Nos últimos anos, ela tem se dedicado mais ao teatro e, recentemente, terminou uma temporada no Rio com a peça “A Inquilina”, que estrela com Luisa Thiré. Na trama, ela vive uma mulher lésbica solitária que vai morar com uma dona de casa divorciada e igualmente sozinha. Ela conta que a produção se tornou um sucesso de público e que elas agora querem viajar pelo país com o trabalho: — Achamos que o espetáculo só falaria com mulheres de mais de 50 anos, mas, quando estreamos em São Paulo, havia grupos de pessoas da comunidade LGBT que se mobilizaram para nos assistir. Jovens quiseram que suas mães vissem uma história que fala sobre esse lugar do amor entre duas mulheres mais velhas. Falamos de solidão e sororidade. É uma comédia, mas que também toca em temas muito delicados.   A atriz vem ainda se apresentando com o monólogo “Lygia”, feito a partir dos diários da pintora e escultora Lygia Clark: — A peça inicialmente foi feita para ser apresentada em uma galeria de arte, mas acabamos adaptando para o teatro. Eu gostaria muito de levar para outras partes do país. Paralelamente aos trabalhos, Carolyna ingressou na faculdade de psicologia: — Junto com as artes cênicas, fiz vários cursos de ioga e da técnica Alexander (método de educação que melhora postura, movimento e coordenação corporal), do qual dou aulas individuais até hoje. Sempre lidei com meus atendimentos de uma maneira terapêutica, pegando casos mais sérios como, por exemplo, pessoas que têm um câncer terminal. Acho que a psicologia vai me dar mais ferramentas nesse sentido, além de enriquecer a minha carreira como atriz. Ela conta que se aproximou da técnica Alexander a partir da meditação, algo que faz parte da sua vida desde a juventude. Aos 19 anos, ela viajou para a Índia e passou 45 dias convivendo com o guru indiano Osho. Além do seu legado relacionado à meditação, o líder espiritual teve sua trajetória marcada por polêmicas. Parte delas foi contada na série documental ""Wild wild country"" (2018), da Netflix. — Os meus pais eram seguidores do Osho. No primeiro dia no centro dele foi quando ele voltou a dar palestras. Eu assisti aos últimos discursos do Osho. Ele morreu cerca de um ano depois. Fiquei completamente impactada por aquela experiência e isso mudou a minha vida para sempre em muitos sentidos. Pouco depois disso, conheci a siddha yoga, que é a linha que eu sigo até hoje. Durante sua carreira, a atriz mudou seu nome artístico mais de uma vez. Ela explica o motivo: — Eu comecei como Carol Aguiar, mas nunca conseguia estrear nada. Sempre me machucava antes da estreia e era substituída. Achei que era por causa do nome. Aí mudei para Anna de Aguiar e, a partir daí, passei a pensar só em largar tudo e ir para Índia. A carreira ia bem, mas eu não queria mais ser atriz. Foi quando conheci um numerólogo e ele falou que aquele nome não dava. Ele sugeriu Carolyna com ‘y’. Eu achei super cafona inicialmente, mas acabei topando. E deu certo. Nunca mais me machuquei e foi ficando. No Twitter: @colunaplay No Instagram: @colunaplay No Facebook: Coluna Play"
O Globo,Conheça a 'cidade utópica' no sul da França instpirada em pirâmides antigas,{'https://oglobo.globo.com/boa-viagem/noticia/2024/09/12/conheca-a-cidade-utopica-no-sul-da-franca-instpirada-em-piramides-antigas.ghtml'}," Como se constrói uma cidade do zero? Para uma resposta, talvez você deva olhar para duas metrópoles que surgiram em poucos anos durante as décadas de 1950 e 1960: Chandigarh, a cidade planejada pelo arquiteto suíço-francês Le Corbusier no norte da Índia, e Brasília, a capital expansiva do Brasil, projetada pelo urbanista Lúcio Costa e pelo arquiteto Oscar Niemeyer. Muito menos conhecida, mas inspirada pela mesma crença modernista no potencial utópico da arquitetura, está La Grande Motte, uma cidade resort de outro mundo, com torres de concreto branco curvadas que se espalham por quase 2.000 acres de antigos pântanos no sul da França.   A obra-prima do arquiteto francês de origem turca Jean Balladur, La Grande Motte começou em 1965 como uma das várias cidades resort voltadas para a classe trabalhadora, construídas pelo governo francês em resposta ao boom das férias pós-Segunda Guerra Mundial. (Mais tarde, na década, uma lei aumentou a licença de férias anual dos trabalhadores de três para quatro semanas.) Esses lugares foram concebidos como alternativas mais baratas e familiares às atrações mais glamourosas da Côte d’Azur, mais ao leste. La Grande Motte (o Grande Monte), a 40 minutos de carro a leste de Montpellier e nomeada em homenagem a uma duna de areia próxima, ofereceria acomodações acessíveis para 37.800 turistas, na forma de casas de férias, apartamentos para alugar e campings. Embora Balladur, que morreu em 2002, tenha realizado esse objetivo, sua visão foi recebida com desdém: em 1972, a revista L’Architecture d’Aujourd’hui chamou La Grande Motte de “poluição arquitetônica”. Nos 30 anos seguintes, o resort se expandiu para incluir um distrito comercial, duas escolas, uma igreja, uma prefeitura e um campo de golfe — o que lhe rendeu comparações pouco lisonjeiras com a Flórida e a Disneylândia. Mas a cidade também se tornou um modelo ideológico para futuros desenvolvimentos urbanos na França, um exemplo de como uma área supostamente inabitável — neste caso, uma que era varrida pelo vento e infestada de mosquitos — poderia se tornar o lar de uma comunidade auto-suficiente e em grande parte pacífica. Em 2010, o Ministério da Cultura da França reconheceu formalmente La Grande Motte como um lugar de “Arquitetura Contemporânea Notável”, tornando-a a primeira cidade a receber essa designação. Os blocos de apartamentos futuristas em forma de pirâmide de La Grande Motte estão dispostos ao longo de um trecho de 6 km de praia de areia e em torno de um porto artificial, sua posição e forma projetadas para mitigar o vento e os respingos de sal, proporcionando abrigo para os imensos jardins que Balladur havia plantado abaixo. O arquiteto se inspirou na estética modernista do movimento Bauhaus, nas teorias de planejamento social por trás de Brasília e no complexo residencial Cité Radieuse de Le Corbusier em Marselha e, mais surpreendentemente, nas formas simbólicas das pirâmides pré-colombianas de Teotihuacan, no México. Ele esperava criar um lugar que parecesse fora do tempo: um paraíso perdido quase tomado pela vegetação. O resultado é o que os franceses chamam de ""dépaysant"", palavra que evoca a sensação desconcertante de chegar a um lugar desconhecido. Essa qualidade é o que os fotógrafos e amigos Laurent Kronental, de 37 anos, e Charly Broyez, de 40, buscaram capturar no verão de 2020, quando começaram a documentar La Grande Motte com uma câmera de campo de grande formato. “É como descobrir um mundo paralelo no qual não sabemos se encontramos os restos de uma civilização antiga ou entramos no futuro,” diz Kronental, cujo trabalho muitas vezes foca em cidades e seus habitantes. A dupla passou mais três verões no resort, explorando de bicicleta e a pé. Muitas vezes, faziam amizade com moradores que, então, lhes davam acesso a espaços privados ou vistas de suas varandas. Durante o verão, a população da cidade aumenta dez vezes, para cerca de 90.000 — incluindo uma mistura de proprietários de segunda residência e turistas que ficam nos aluguéis e campings ainda moderadamente baratos do resort —, mas os dois evitaram enquadrar pessoas nas fotos, tirando muitas delas no que Kronental chama de “horas azuis” do dia, os momentos nebulosos pouco antes do amanhecer e do anoitecer. A primeira parte da série resultante — intitulada “La Cité Oasis” e com lançamento previsto para o próximo ano pela Editions Sur la Crête — explora o território como ele poderia ter parecido antes de ser desenvolvido: imagens mostram as cabanas remotas e improvisadas de pescadores que ainda permanecem nos estuários forrados de grama da região circundante de Camargue. Em contraste, a segunda parte do livro destaca os gestos gráficos da obra-prima de Balladur — as fachadas em forma de colmeia e as silhuetas curvas — em meio ao verde exuberante de sua paisagem. “Você tem a impressão de fazer uma jornada poética,” diz Kronental, “de estar no fim do mundo, quase marginalizado fora da sociedade, para este oásis muito moderno.” Balladur estava, argumenta Kronental, à frente de seu tempo, em parte porque sua fantasia de uma cidade imersa na natureza fazia dele um ambientalista. Ele dedicou mais de dois terços do local à vegetação, plantando espécies de árvores — incluindo pinheiros, plátanos, oliveiras, choupos e ciprestes — que podiam suportar calor, vento e respingos do mar. Ele também construiu 18 km de trilhas para pedestres que se entrelaçam pelo centro do resort, restringindo os carros às periferias. Cerca de 60 anos depois, La Grande Motte continua sendo uma das cidades mais verdes da França. “Balladur foi visionário,” diz Kronental. “Ele antecipou a cidade do amanhã.”"
O Globo,"'Queria ser como Rambo': Dieta de 16.500 calorias diárias de fisiculturista morto aos 36 anos incluía 108 sushis e 2,5 kg de carne",{'https://oglobo.globo.com/saude/noticia/2024/09/12/queria-ser-como-rambo-dieta-de-16500-calorias-diarias-de-fisiculturista-morto-aos-36-anos-incluia-108-sushis-e-25-kg-de-carne.ghtml'}," Considerado um dos fisiculturistas de maior destaque no mundo, Illia 'Golem' Yefimchyk morreu aos 36 anos depois de sofrer uma parada cardíaca, na semana passada. A informação foi confirmada pela mídia de Belarus e pela mulher dele, Anna, nesta quarta-feira. Ao longo da carreira, o homem chamou a atenção na modalidade pelo físico musculoso — 160 quilos em 1,85 metro — mas também pela maneira como mantinha a forma: ingeria diariamente 16.500 calorias, em ao menos sete refeições.   Golem chegou a ser socorrido e levado de helicóptero para um hospital, no último dia 6, mas teve a morte cerebral constatada dois dias depois. A causa e as circunstâncias do falecimento do atleta não foram detalhadas. Ele deixou a República Tcheca rumo a Miami para realizar um sonho de garoto: — Desde criança eu queria ser como Arnold Schwarzenegger e Sylvester Stallone em Rambo. E que, quando as pessoas passassem por mim, vissem um monstro. Eu queria ser tão forte quanto meus ídolos de Hollywood. Na minha pequena cidade, uma academia abriu e comecei a frequentar para me tornar o Hulk — disse numa entrevista o atleta. Segundo a revista Men's Health, Golem era capaz de levantar 272 quilos no supino e 317 quilos no levantamento terra. Em outubro do ano passado, por exemplo, o atleta viralizou ao revelar que comia 108 sushis num só dia. Na ocasião, a revista divulgou um exemplo da dieta diária típica de Golem, com comida japonesa, 2,5 quilos de carne e bastante arroz.  "
O Globo,Futebol espanhol implementa novo gesto para juízes indicarem 'incidente racista'; partidas podem ser suspensas,{'https://oglobo.globo.com/esportes/futebol-internacional/noticia/2024/09/12/futebol-espanhol-implementa-novo-gesto-para-juizes-indicarem-incidente-racista-partidas-podem-ser-suspensas.ghtml'}," A liga espanhola de futebol (La Liga) e a Real Federação Espanhola de Futebol decidiram incorporar no Protocolo de Ação sobre Incidentes Públicos um gesto para que juízes indiquem a ocorrência de um ""incidente racista"" durante as partidas de todas as suas competições. O gestual foi aprovado por unanimidade no último Congresso da Fifa, em Bangcoc, segundo o jornal Marca, numa iniciativa para impulsionar a luta contra a discriminação no esporte.   O gesto é classificado como ""global e inequívoco"". Ao notar ou saber da ocorrência de um caso de racismo durante o jogo, o juiz poderá cruzar os braços em X, com as mãos abertas. A indicação do árbitro poderá ter diferentes consequências. O árbitro poderá, inicialmente, paralisar a partida caso veja ou receba a informação de um jogador ou do coordenador de segurança sobre um incidente do tipo. Neste caso, será emitido no sistema de som um aviso de que, se o comportamento persistir, o jogo poderá ser suspenso temporariamente ou em definitivo. Segundo o Marca, o passo 2 desse protocolo é justamente a suspensão temporária da disputa, com a ida das equipes para os vestiários. O aviso do risco de suspensão definitiva do duelo será novamente reproduzida no som do estádio. Se a atitude racista não cessar, o árbitro poderá consultar o coordenador de segurança e responsáveis dos dois clubes para deliberar pela suspensão definitiva. Tal medida reforça um protocolo contra o racismo, a xenofobia e a intolerância no futebol implementado em 2005, depois da repercussão de incidentes discriminatórios, por exemplo, contra o brasileiro Vinicius Jr.   Desde que passou a sofrer racismo na Espanha, Vinicius Jr, jogador do Real Madrid, tornou-se um dos principais ativistas da causa racial no mundo do esporte. Na última semana, o brasileiro voltou a se posicionar sobre a urgência de combater esse crime no território espanhol, a ponto de ser contra a realização da Copa do Mundo no país, caso não haja mudanças até 2030. O atleta sofreu críticas de Dani Carvajal, seu colega de Real Madrid, e outros representantes do futebol espanhol pelas frases. Na ocasião, Vini Jr alertou que ainda há um longo caminho a ser percorrido para que a população e a Justiça espanhola compreendam realmente a gravidade dos atos racistas. Sobre a Copa do Mundo de 2030, ele mostrou preocupação sobre o cenário do racismo daqui a seis anos e opinou que, , caso não haja evolução no tema, a mudança de local do evento seria necessária. — Espero que a Espanha possa evoluir e compreender a gravidade que é insultar alguém por causa da cor da sua pele. Até 2030, temos uma margem de evolução muito grande. Portanto, espero que a Espanha possa evoluir e compreender a gravidade disso, porque se as coisas não evoluírem até 2030, acho que temos que mudar de local (da Copa do Mundo). Se o jogador não se sente confortável e não se sente seguro jogando em um país onde ele pode sofrer racismo, é um pouco complicado — afirma Vini Jr, em entrevista à CNN espanhola. Ao mesmo tempo que apontou a gravidade da situação, o atacante do Real disse que se coloca à disposição para colaborar no combate ao racismo na Espanha. — Quero fazer de tudo para que as coisas possam mudar. A maioria das pessoas aqui na Espanha não são racistas, mas tem um grupo pequeno que afeta a imagem de um país que é muito bom de se viver. Até 2030, os casos de racismo podem e devem diminuir. A Copa do Mundo de 2030 será disputada nas seguintes sedes: Espanha, Portugal e Marrocos. Antes de se mudar para esses países, a partida de abertura acontecerá em Montevidéu, no Uruguai, como homenagem à primeira edição, em 1930. Além disso, terá um jogo de primeira rodada tanto na Argentina quanto no Paraguai."
O Globo,Leci Brandão faz 80 anos: 'Zé do caroço' é a música mais regravada da artista; veja as outras,{'https://oglobo.globo.com/blogs/ancelmo-gois/post/2024/09/leci-brandao-faz-80-anos-ze-do-caroco-e-a-musica-mais-regravada-da-artista-veja-as-outras.ghtml'}," Uma das representantes do samba, Leci Brandão completa 80 anos de idade nesta quinta-feira, 12. Um estudo do Ecad apontou as músicas de sua autoria mais ouvidas no Brasil nos últimos cinco anos nos principais segmentos de execução pública. “Zé do caroço” foi a canção de Leci que se destacou, figurando em primeiro lugar na lista das mais regravadas e também entre as mais tocadas no país. Nesse último ranking, inclusive, ""Isso é Fundo de Quintal"" e ""Só quero te namorar"" ficaram na segunda e terceira posições. Até o momento, Leci tem 169 composições e 469 gravações cadastradas na gestão coletiva da música."
O Globo,Jean Reno contracena com pinguim em filme baseado em história real de pescador brasileiro: 'É complexo lidar com eles',{'https://oglobo.globo.com/cultura/noticia/2024/09/12/jean-reno-contracena-com-pinguim-em-filme-baseado-em-historia-real-de-pescador-brasileiro-e-complexo-lidar-com-eles.ghtml'}," Filmar no Brasil não foi a única novidade que “Meu amigo pinguim” proporcionou a Jean Reno. Conhecido por seus papéis em super produções como “Missão impossível” (1996), “Godzilla” (1998) e “A Pantera Cor-de-Rosa”(2006), o ator francês de 76 anos ganhou uma oportunidade, digamos, única. Após contracenar com astros do calibre de Tom Cruise e Robert de Niro, ele teve, pela primeira vez em sua longa e rica carreira, um pinguim como parceiro de cena.   A produção americana, que estreia nesta quinta (12) nos cinemas, é inspirada na história real de João Pereira de Souza, um pescador brasileiro que, em 2011, salvou um pinguim-de-magalhães coberto de óleo em Ilha Grande (RJ). A ave ganhou o apelido de Dindim e passou a visitá-lo anualmente nos meses de migração (entre junho e dezembro), viajando oito mil quilômetros entre a Patagônia e a costa brasileira. A relação afetuosa de João e a criatura marinha ganhou a mídia internacional e teve os seus direitos comprados por produtores americanos, que convidaram o cineasta brasileiro David Schurmann, de “Pequeno segredo”, para a direção. “Meu amigo pinguim” traz Jean Reno como João Pereira e tem como cenários os belos panoramas de Ubatuba (locação escolhida pela semelhança com Ilha Grande). O ponto alto do filme, é claro, são as cenas fofas de Dindim com o ator. Mesmo com as complexidades técnicas que a experiência impõe, o francês não perdeu a sua capacidade de comover o público. — É muito curioso atuar com uma ave — admite Reno, em entrevista por Zoom, de Los Angeles. — Veja bem, é um “ator” que põe ovo! E tem todo um preparo, porque é complexo lidar com eles, quanto mais criar uma conexão em cena. Não dá para levantá-los do chão como um cachorro. Se você não pega ele do jeito certo, bem devagar, ele te dá uma bicada.   No fim deu certo, já que Dindim rouba a cena. Mas quem espera um novo fenômeno de estrelato animal na linha de Messi, o cachorro de “Anatomia de uma queda” que ganhou fãs e acompanhou a equipe do filme nos tapetes vermelhos dos festivais, poderá se decepcionar. Isso porque Dindim não é interpretado por um só pinguim, mas vários. Nada menos do que 12 “atores” do Aquário de Ubatuba e do Oceanic Aquarium, em Balneário Camboriú, foram escolhidos para o papel, após um teste de elenco que levou em consideração a personalidade de cada um dos animais. Os mais inquietos fizeram cenas movimentadas e os mais tranquilos foram escalados para interagir com os humanos, como quando Dindim dorme serenamente no peito de Jean Reno à noite.   A trama adapta a história em forma de fábula. No filme, João se isola de todos após uma tragédia familiar, que rouba sua alegria de viver. O contato com o pinguim vai tirar o pescador da depressão. Contrariando a vontade da esposa (interpretada por Adriana Barraza, atriz mexicana indicada ao Oscar), ele resgata o animal debilitado e o trata em casa. Após se recuperar, Dindim retorna para a Patagônia, encontra outros pinguins, surpreende pesquisadores por seu comportamento “anormal” e volta a visitar João a cada migração. — É uma história universal sobre um homem que está sozinho e que busca a salvação — diz Reno. — Também é um tema ecológico. Da mesma forma que o pinguim o ajuda a recuperar a alegria, ele pode nos ajudar a recuperar nosso amor pelo Planeta. Sobre o Brasil, o ator guarda apenas as boas lembranças com os profissionais da equipe: — Em geral não faço turismo nos lugares em que filmo, porque estou mergulhado na história. Ainda hoje fico triste de ter conhecido lugares tão lindos em “Imensidão azul” (longa de 1988, rodado em locações como Maldivas, Bahamas, Peru e diversas ilhas gregas) e não ter nem uma única foto. Embora seja um projeto americano com elenco internacional, a ideia dos produtores era ter um DNA brasileiro. O catarinense David Schurmann era o elemento que faltava nesse sequenciamento. Convidado para dirigir o filme quando estava em campanha nos Estados Unidos por uma indicação de seu longa “Pequeno segredo” ao Oscar de 2017, ele inicialmente cogitou um conterrâneo para o papel principal. Não encontrou, porém, atores com renome internacional na faixa etária do personagem, que tem mais de 70 anos na história. Quando a oportunidade de escalar Jean Reno apareceu, ele viajou até a casa do francês para convencê-lo.   Fundador da Vozes do Oceano, um instituto apoiado pela ONU que conscientiza sobre plástico nos oceanos, o diretor usou seu conhecimento do mar. Ele passou boa parte da sua juventude embarcado com a família (os Schurmann foram os primeiros brasileiros a circunavegar o mundo em um veleiro) e também dirigiu documentários sobre o universo marítimo. Havia, por fim, uma medida indispensável: filmar a história no Brasil. — Para mim era muito importante trazer a autenticidade visual do Brasil — diz Schurmann. — Por isso eu queria rodar numa praia com Mata Atlântica. A gente já está muito acostumado a ver pinguim na Patagônia, no Antártico... Mas na floresta causa aquele impacto. Quando a câmera logo no início mostra aquele túnel de mata, com a praia ao lado, os gringos tudo piram, né?"
O Globo,"Bioeconomia é peça-chave para descarbonização e poderá valer US$ 30 trilhões em 2050, diz relatório",{'https://oglobo.globo.com/mundo/g20-no-brasil/noticia/2024/09/12/bioeconomia-e-peca-chave-para-descarbonizacao-e-podera-valer-us-30-trilhoes-em-2050-diz-relatorio.ghtml'}," A bioeconomia é peça-chave na transição para uma economia de baixo carbono e tem potencial para chegar 2050 movimentando US$ 30 trilhões por ano, sustenta o relatório “Financiando uma Bioeconomia Global Sustentável”, lançado nesta quinta-feira em evento no Jardim Botânico, no Rio.   Citando dados do Fórum Mundial de Bioeconomia, o relatório ressalta que “a bioeconomia já é grande e cresce rapidamente”. O valor atual das atividades econômicas diretamente associadas a recursos naturais é estimado entre de US$ 4 trilhões a US$ 5 trilhões. “Apesar das significativas lacunas e fragilidades dos dados, há evidências de que os principais motores de crescimento sejam as preocupações sobre o clima, o meio ambiente e a saúde – cada vez mais incorporadas nas preferências do mercado e no desenvolvimento de marcos regulatórios”, diz o relatório, elaborado pela entidade sem fins lucrativos suíça NatureFinance e pelo Fórum Mundial de Bioeconomia.   O documento foi proposto pelo governo brasileiro, para apoiar a Iniciativa do G20 sobre Bioeconomia (GIB, na sigla em inglês), que teve três dias de reunião esta semana, no Rio. O encontro terminou com um acordo em torno dos Princípios de Alto Nível sobre Bioeconomia, documento publicado na quarta-feira e classificado como histórico pelo Itamaraty.   A GIB foi criada pelo Brasil, inserida no tema do desenvolvimento sustentável, uma das três prioridades do país na presidência temporária do G20, o grupo das maiores economias do mundo – as outras prioridades são o combate à fome e à pobreza e a reforma das instituições globais de governança. O relatório da NatureFinance e do Fórum Mundial de Bioeconomia defende o estabelecimento de princípios comuns para nortear o tratamento da bioeconomia no comércio global, em instrumentos financeiros e nas relações diplomáticas. Essa recomendação foi seguida com a publicação do documento da GIB.   O relatório divulgado nesta quinta-feira destaca ainda que “o financiamento da bioeconomia é totalmente possível, com base em uma grande variedade de instrumentos financeiros existentes”."
O Globo,O avião da Varig que pousou no meio da selva amazônica com 54 pessoas,{'https://oglobo.globo.com/blogs/blog-do-acervo/post/2024/09/o-aviao-da-varig-que-pousou-no-meio-da-selva-amazonica-com-54-pessoas.ghtml'}," O Boeing 737 da Varig estava perdido no ar havia três horas quando o comandante César Augusto Garcez avisou aos passageiros que só tinha combustível para mais 15 minutos. O avião decolara às 17h35 de Marabá, no Pará, levando 54 almas, com destino a Belém, no mesmo estado, mas tomara a rota errada e se perdera. Às 20h50, o piloto anunciou que tentaria um pouso de emergência no meio da Floresta Amazônica. Disse a todos que assumissem a posição adequada para o impacto, apertando cintos e abaixando as cabeças entre os joelhos. Também pediu aos passageiros que rezassem.   O comandante deu início ao pouso com uma velocidade de 180km/h, sem saber o que encontraria no solo, já que estava escuro para enxergar. Após tocar o chão, a aeronave percorreu cerca de 70 metros rasgando a mata, no Norte do Mato Grosso, até parar em uma enorme cratera aberta pelo próprio bico. As asas do Boeing foram arrancadas por árvores de até 30 metros de altura. Parte da cauda também foi separada do avião. A violência da aterrissagem ainda arrebentou os suportes que mantinham as poltronas presas ao piso. Com isso, a maioria dos passageiros foi arremessada para frente.   Longe dali, na noite daquele domingo, 3 de setembro de 1989, as primeiras informações diziam que o avião tinha desaparecido. Aos poucos, porém, ficou claro que havia sobreviventes. A fazendeira Maria das Graças Junes, de Xinguara, no Sul do Pará, ligou para a TV Liberal para contar que seis passageiros haviam atravessado a mata até chegar na sua propriedade em busca de socorro. De acordo com ela, o Boeing pousara em algum ponto do município de São José do Xingu, no território mato-grossense. A moradora local emprestou seu carro para os sobreviventes chegarem até um aparelho de rádio. O avião foi localizado graças às mensagens de rádio enviadas pelos sobreviventes, em outra fazenda, mas também devido a sinais emitidos pelo sistema de emergência da aeronave. Na manhã do dia 6 de setembro, mais de 48 horas após o acidente, as equipes de resgate chegaram ao local do pouso, após fazerem de base uma fazenda localizada a sete quilômetros de distância.   Onze pessoas estavam mortas quando os socorristas chegaram. De acordo com relatos, apenas um homem morreu na aterrissagem. Ele estava de pé, embriagado, no corredor do avião, e não obedeceu às ordens para se sentar. Segundo passageiros, outras pessoas pediram para a tripulação liberar a bebida alcoólica, para acalmar os ânimos dentro da aeronave, nos momentos de muita tensão antes do pouso de emergência. Outras 11 vítimas faleceram após a parada do Boeing. Gravemente feridas, elas não resistiram à longa espera até a chegada da equipes de emergência. Muito se machucaram quando as poltronas se soltaram. Bruna Coimbra, de 3 anos, e a mãe, Marinês Coimbra, estavam na primeira fila e foram soterradas por assentos. A criança teve um ferimento grave na perna e passou dias sem água, comida ou remédios. Quando o local do acidente foi encontrado, os socorristas disseram que o helicóptero não poderia descer na mata densa. Bruna teria que esperar até a manhã seguinte para ser levada à fazenda. Foi quando a mãe decidiu levá-la no colo atrás de ajuda. Ela andou durante quatro horas, à noite, até a fazenda que servia de base para o socorro.   O pequeno Bruno Melazzo, de 1 ano e 8 meses, sofreu um traumatismo craniano durante o pouso. A mãe dele e o irmão, de 4 anos, morreram no acidente. Bruno foi resgatado com vida, mas sua chance de sobrevivência era pequena. Mesmo assim, o público em todo o país acompanhou as notícias sobre o menino, transferido para o Hospital Israelita Abert Einstein. No dia 10 de setembro, porém, todas as esperanças acabaram quando o cérebro do garoto deixou de apresentar atividade. Ele foi declarado a 12ª vítima dos eventos que levaram até o pouso de emergência do Boeing 737 da Varig na selva. Na investigação sobre o acidente, foi constatada uma deficiência no plano de voo entregue pela Varig à tripulação, mas, como a companhia havia alertado sua equipe sobre o problema, o relatório sobre o caso apontou falha da tripulação como principal causa do acidente. Segundo o documento, o piloto e o copiloto erraram ao interpretar a rota que deveriam seguir. Em vez de rumarem para Norte após a saída de Marabá, em direção a Belém, eles foram para Oeste e acabaram se perdendo na Amazônia. Ambos foram condenados a quatro anos de prisão, mais tarde convertidos a trabalho comunitário."
O Globo,Eleições RJ: campanha de Ramagem lamenta ausência de Bolsonaro na cidade em setembro,{'https://oglobo.globo.com/blogs/lauro-jardim/post/2024/09/eleicoes-rj-campanha-de-ramagem-lamenta-ausencia-de-bolsonaro-na-cidade-em-setembro.ghtml'}," Jair Bolsonaro não vai pisar em solo carioca em setembro para ajudar com sua presença física Alexandre Ramagem a tentar sair dos magros 13% nas pesquisas de intenção de voto no Rio de Janeiro. Sua presença na campanha se restringe às suas aparições os comerciais de TV do ex-chefe da Abin. Não tem adiantado muito. Bolsonaro, é verdade, acampará no Rio na última semana de campanha. Mas a equipe de Ramagem preferia que ele tivesse desembarcado mais cedo na cidade."
O Globo,Conheça a história real de amizade entre pescador da Ilha Grande e pinguim retratada em filme americano,{'https://oglobo.globo.com/rio/noticia/2024/09/12/conheca-a-historia-real-de-amizade-entre-pescador-da-ilha-grande-e-pinguim-retratada-em-filme-americano.ghtml'}," Inspirada em uma história real passada no Brasil, a produção americana ‘Meu amigo pinguim’, dirigida pelo catarinense David Schurmann, narra a amizade entre o pescador João (interpretado pelo ator francês Jean Reno, de “O profissional”), que se afastou do mundo após uma tragédia, e um pinguim resgatado por ele após um vazamento de óleo.   João Pereira de Souza, de 79 anos, passou a vida tirando do mar seu sustento na forma de peixes. Uma ave que resgatou das águas da Ilha Grande, porém, o tornou protagonista de uma história comovente que vai virar filme e acaba de ganhar novo capítulo. O cenário é a Praia de Provetá, onde, em junho de 2011, João salvou, coberto de óleo, um pinguim-de-magalhães. Batizado de Dindim, o bichinho foi levado para a casa do pescador e os dois se tornaram amigos. Há sete anos, Dindim, após mais uma de suas visitas, entrou no mar e não retornou mais. Mas um dia, Seu João teve uma surpresa: um pinguim o seguiu até sua casa. João Pereira recebe a visita de um novo pinguim, em Ilha Grande A plumagem das duas aves era parecida, mas não demorou para que todos começassem a suspeitar de que não se tratava de Dindim. A certeza veio na última sexta-feira. O pinguim foi resgatado por uma equipe do Ibama e, através de um microchip implantado, foi confirmado que, na realidade, era um dos animais reabilitados por funcionários do órgão e liberados no mar recentemente. O novo amigo tem as características físicas de um pinguim mais jovem que Dindim. Apesar de não se tratar desta vez do velho conhecido da Praia de Provetá, vizinhos de João fizeram festa com o novo visitante. A família do aposentado contou que a chegada da ave foi algo grandioso na sua vida. A relação entre os dois surpreendeu todo mundo. — Era muito emocionante o amor deles — conta Mery Alves, filha de Seu João. Da última vez que foi embora, como parte do ciclo natural de migração da espécie, Dindim deixou muitas saudades. João ia à praia todos os dias esperar a volta do amigo. Em um vídeo gravado no começo de 2022, ele pedia para Dindim voltar a visitá-lo: — Já rodei esta praia todinha te procurando e não te encontro. Estou esperando você toda hora, quero que você apareça e venha aqui para eu brincar com você. Estou com muita saudade de você, mas como você não vem, fico com meus amigos aqui. Mas um dia você vai vir — dizia Seu João, sempre esperançoso. No entanto, com a chegada de um novo ""filho"", outra maneira carinhosa de ele se referir a Dindim, sua atenção esteve voltada para os cuidados do visitante. Em entrevista ao GLOBO, o diretor David Schurmann relatou sua experiência ao conhecer o amor entre João e Dindim. Segundo ele, o filme vai trazer à tona o poder de cura pessoal que o animal trouxe para a vida do pescador da Ilha Grande. — Não é só um pinguim fofo, ele tem um papel muito importante na vida do Seu João. A relação dos dois é extremamente profunda, complexa e bacana. Dindim veio mostrar que ele precisava de cura sobre algumas coisas tristes que aconteceram. Isso também é o surpreendente no filme — revela Schurmann. Sobre a reviravolta ocorrida com a visita de um novo pinguim, ele afirma que só prova o quanto o aposentado é mágico quando se trata de animais. — A mágica não é só de ser o Dindim ou não, mas a de o seu João atrair esses pinguins. A magia está no seu João — analisa."
